Year,Table,County,Method of Delivery,Count,Percent
2013,14,Chemung,Total Births,938,
2013,14,Chemung,Vaginal Deliveries,653,
2013,14,Chenango,Vaginal Deliveries,328,
2013,14,Chenango,Not Stated,3,
2013,14,Chenango,Total Births,499,
2013,14,Clinton,Vaginal Deliveries,450,
2013,14,Clinton,Not Stated,3,
2013,14,Clinton,Total Births,730,
2013,14,Columbia,Not Stated,5,
2013,14,Columbia,Vaginal Deliveries,356,
2013,14,Columbia,Total Births,539,
2013,14,Cortland,Vaginal Deliveries,315,
2013,14,Cortland,Not Stated,7,
2013,14,Cortland,Total Births,471,
2013,14,Delaware,Vaginal Deliveries,244,
2013,14,Delaware,Not Stated,5,
2013,14,Delaware,Total Births,376,
2013,14,Dutchess,Vaginal Deliveries,1546,
2013,14,Dutchess,Not Stated,77,
2013,14,Dutchess,Total Births,2594,
2013,14,Erie,Not Stated,13,
2013,14,Erie,Vaginal Deliveries,6426,
2013,14,Erie,Total Births,9873,
2013,14,Essex,Not Stated,1,
2013,14,Essex,Total Births,307,
2013,14,Essex,Vaginal Deliveries,190,
2013,14,Franklin,Total Births,510,
2013,14,Franklin,Vaginal Deliveries,269,
2013,14,Franklin,Not Stated,13,
2013,14,Fulton,Vaginal Deliveries,323,
2013,14,Fulton,Not Stated,0,
2013,14,Fulton,Total Births,526,
2013,14,Genesee,Total Births,569,
2013,14,Genesee,Not Stated,0,
2013,14,Genesee,Vaginal Deliveries,383,
2013,14,Greene,Vaginal Deliveries,277,
2013,14,Greene,Not Stated,0,
2013,14,Greene,Total Births,418,
2013,14,Hamilton,Vaginal Deliveries,16,
2013,14,Hamilton,Not Stated,0,
2013,14,Hamilton,Total Births,30,
2013,14,Herkimer,Not Stated,4,
2013,14,Herkimer,Total Births,673,
2013,14,Herkimer,Vaginal Deliveries,425,
2013,14,Jefferson,Vaginal Deliveries,1682,
2013,14,Jefferson,Not Stated,16,
2013,14,Jefferson,Total Births,2206,
2013,14,Lewis,Not Stated,12,
2013,14,Lewis,Total Births,319,
2013,14,Lewis,Vaginal Deliveries,217,
2013,14,Livingston,Total Births,524,
2013,14,Livingston,Vaginal Deliveries,370,
2013,14,Livingston,Not Stated,4,
2013,14,Madison,Vaginal Deliveries,427,
2013,14,Madison,Not Stated,11,
2013,14,Madison,Total Births,645,
2013,14,Monroe,Total Births,8355,
2013,14,Monroe,Not Stated,4,
2013,14,Monroe,Vaginal Deliveries,5803,
2013,14,Montgomery,Not Stated,8,
2013,14,Montgomery,Total Births,594,
2013,14,Montgomery,Vaginal Deliveries,404,
2013,14,Nassau,Not Stated,7,
2013,14,Nassau,Vaginal Deliveries,8518,
2013,14,Nassau,Total Births,13821,
2013,14,Niagara,Not Stated,3,
2013,14,Niagara,Total Births,2195,
2013,14,Niagara,Vaginal Deliveries,1232,
2013,14,Oneida,Vaginal Deliveries,1677,
2013,14,Oneida,Not Stated,7,
2013,14,Oneida,Total Births,2642,
2013,14,Onondaga,Not Stated,0,
2013,14,Onondaga,Vaginal Deliveries,3554,
2013,14,Onondaga,Total Births,5233,
2013,14,Ontario,Not Stated,1,
2013,14,Ontario,Vaginal Deliveries,743,
2013,14,Ontario,Total Births,1028,
2013,14,Orange,Vaginal Deliveries,3224,
2013,14,Orange,Not Stated,74,
2013,14,Orange,Total Births,4746,
2013,14,Orleans,Total Births,414,
2013,14,Orleans,Not Stated,0,
2013,14,Orleans,Vaginal Deliveries,273,
2013,14,Oswego,Vaginal Deliveries,897,
2013,14,Oswego,Not Stated,11,
2013,14,Oswego,Total Births,1329,
2013,14,Otsego,Vaginal Deliveries,370,
2013,14,Otsego,Not Stated,7,
2013,14,Otsego,Total Births,534,
2013,14,Putnam,Vaginal Deliveries,443,
2013,14,Putnam,Not Stated,34,
2013,14,Putnam,Total Births,802,
2013,14,Rensselaer,Not Stated,3,
2013,14,Rensselaer,Vaginal Deliveries,1188,
2013,14,Rensselaer,Total Births,1750,
2013,14,Rockland,Vaginal Deliveries,3372,
2013,14,Rockland,Not Stated,208,
2013,14,Rockland,Total Births,4650,
2013,14,St Lawrence,Total Births,1227,
2013,14,St Lawrence,Not Stated,67,
2013,14,St Lawrence,Vaginal Deliveries,668,
2013,14,Saratoga,Not Stated,1,
2013,14,Saratoga,Total Births,2252,
2013,14,Saratoga,Vaginal Deliveries,1484,
2013,14,Schenectady,Total Births,1661,
2013,14,Schenectady,Not Stated,2,
2013,14,Schenectady,Vaginal Deliveries,1153,
2013,14,Schoharie,Not Stated,1,
2013,14,Schoharie,Total Births,251,
2013,14,Schoharie,Vaginal Deliveries,188,
2013,14,Schuyler,Not Stated,0,
2013,14,Schuyler,Vaginal Deliveries,114,
2013,14,Schuyler,Total Births,157,
2013,14,Seneca,Not Stated,6,
2013,14,Seneca,Total Births,394,
2013,14,Seneca,Vaginal Deliveries,303,
2013,14,Steuben,Not Stated,54,
2013,14,Steuben,Vaginal Deliveries,655,
2013,14,Steuben,Total Births,1083,
2013,14,Suffolk,Not Stated,4,
2013,14,Suffolk,Vaginal Deliveries,8588,
2013,14,Suffolk,Total Births,15530,
2013,14,Sullivan,Not Stated,4,
2013,14,Sullivan,Vaginal Deliveries,559,
2013,14,Sullivan,Total Births,837,
2013,14,Tioga,Not Stated,29,
2013,14,Tioga,Total Births,521,
2013,14,Tioga,Vaginal Deliveries,317,
2013,14,Tompkins,Vaginal Deliveries,588,
2013,14,Tompkins,Total Births,853,
2013,14,Tompkins,Not Stated,4,
2013,14,Ulster,Not Stated,3,
2013,14,Ulster,Total Births,1585,
2013,14,Ulster,Vaginal Deliveries,1022,
2013,14,Warren,Not Stated,0,
2013,14,Warren,Vaginal Deliveries,391,
2013,14,Warren,Total Births,609,
2013,14,Washington,Not Stated,2,
2013,14,Washington,Total Births,612,
2013,14,Washington,Vaginal Deliveries,414,
2013,14,Wayne,Not Stated,1,
2013,14,Wayne,Vaginal Deliveries,672,
2013,14,Wayne,Total Births,960,
2013,14,Westchester,Not Stated,649,
2013,14,Westchester,Total Births,10557,
2013,14,Westchester,Vaginal Deliveries,5804,
2013,14,Wyoming,Vaginal Deliveries,269,
2013,14,Wyoming,Not Stated,5,
2013,14,Wyoming,Total Births,387,
2013,14,Yates,Vaginal Deliveries,259,
2013,14,Yates,Not Stated,0,
2013,14,Yates,Total Births,303,
2013,14,New York State,Cesarean Deliveries,80310,34.37
2013,14,New York City,Cesarean Deliveries,38190,32.94
2013,14,Bronx,Cesarean Deliveries,7002,33.11
2013,14,Kings,Cesarean Deliveries,12282,29.93
2013,14,New York,Cesarean Deliveries,6302,34.22
2013,14,Queens,Cesarean Deliveries,10636,35.38
2013,14,Richmond,Cesarean Deliveries,1968,37.28
2013,14,Rest of State,Cesarean Deliveries,42120,35.78
2013,14,Albany,Cesarean Deliveries,1050,33.48
2013,14,Allegany,Cesarean Deliveries,142,32.42
2013,14,Broome,Cesarean Deliveries,769,37.40
2013,14,Cattaraugus,Cesarean Deliveries,269,32.80
2013,14,Cayuga,Cesarean Deliveries,237,31.98
2014,14,Bronx,Vaginal Deliveries,14234,
2013,14,Chautauqua,Cesarean Deliveries,464,36.11
2013,14,Chemung,Cesarean Deliveries,271,29.33
2013,14,Chenango,Cesarean Deliveries,168,33.87
2013,14,Clinton,Cesarean Deliveries,277,38.10
2013,14,Columbia,Cesarean Deliveries,178,33.33
2013,14,Cortland,Cesarean Deliveries,149,32.11
2013,14,Delaware,Cesarean Deliveries,127,34.23
2013,14,Dutchess,Cesarean Deliveries,971,38.58
2013,14,Erie,Cesarean Deliveries,3434,34.83
2013,14,Essex,Cesarean Deliveries,116,37.91
2013,14,Franklin,Cesarean Deliveries,228,45.88
2013,14,Fulton,Cesarean Deliveries,203,38.59
2013,14,Genesee,Cesarean Deliveries,186,32.69
2013,14,Greene,Cesarean Deliveries,141,33.73
2013,14,Hamilton,Cesarean Deliveries,14,46.67
2013,14,Herkimer,Cesarean Deliveries,244,36.47
2013,14,Jefferson,Cesarean Deliveries,508,23.20
2013,14,Lewis,Cesarean Deliveries,90,29.32
2013,14,Livingston,Cesarean Deliveries,150,28.85
2013,14,Madison,Cesarean Deliveries,207,32.65
2013,14,Monroe,Cesarean Deliveries,2548,30.51
2013,14,Montgomery,Cesarean Deliveries,182,31.06
2013,14,Nassau,Cesarean Deliveries,5296,38.34
2013,14,Niagara,Cesarean Deliveries,960,43.80
2013,14,Oneida,Cesarean Deliveries,958,36.36
2013,14,Onondaga,Cesarean Deliveries,1679,32.08
2013,14,Ontario,Cesarean Deliveries,284,27.65
2013,14,Orange,Cesarean Deliveries,1448,30.99
2013,14,Orleans,Cesarean Deliveries,141,34.06
2013,14,Oswego,Cesarean Deliveries,421,31.94
2013,14,Otsego,Cesarean Deliveries,157,29.79
2013,14,Putnam,Cesarean Deliveries,325,42.32
2013,14,Rensselaer,Cesarean Deliveries,559,32.00
2013,14,Rockland,Cesarean Deliveries,1070,24.09
2013,14,St Lawrence,Cesarean Deliveries,492,42.41
2013,14,Saratoga,Cesarean Deliveries,767,34.07
2013,14,Schenectady,Cesarean Deliveries,506,30.50
2013,14,Schoharie,Cesarean Deliveries,62,24.80
2013,14,Schuyler,Cesarean Deliveries,43,27.39
2013,14,Seneca,Cesarean Deliveries,85,21.91
2013,14,Steuben,Cesarean Deliveries,374,36.35
2013,14,Suffolk,Cesarean Deliveries,6938,44.69
2013,14,Sullivan,Cesarean Deliveries,274,32.89
2013,14,Tioga,Cesarean Deliveries,175,35.57
2013,14,Tompkins,Cesarean Deliveries,261,30.74
2013,14,Ulster,Cesarean Deliveries,560,35.40
2013,14,Warren,Cesarean Deliveries,218,35.80
2013,14,Washington,Cesarean Deliveries,196,32.13
2013,14,Wayne,Cesarean Deliveries,287,29.93
2013,14,Westchester,Cesarean Deliveries,4104,41.42
2013,14,Wyoming,Cesarean Deliveries,113,29.58
2013,14,Yates,Cesarean Deliveries,44,14.52
2013,14,New York State,Primary C-Sections,46517,19.91
2013,14,New York City,Primary C-Sections,23466,20.24
2013,14,Bronx,Primary C-Sections,4147,19.61
2013,14,Kings,Primary C-Sections,7639,18.61
2013,14,New York,Primary C-Sections,4365,23.70
2013,14,Queens,Primary C-Sections,6299,20.95
2013,14,Richmond,Primary C-Sections,1016,19.25
2013,14,Rest of State,Primary C-Sections,23051,19.58
2013,14,Albany,Primary C-Sections,598,19.07
2013,14,Allegany,Primary C-Sections,77,17.58
2013,14,Broome,Primary C-Sections,383,18.63
2013,14,Cattaraugus,Primary C-Sections,140,17.07
2013,14,Cayuga,Primary C-Sections,152,20.51
2013,14,Chautauqua,Primary C-Sections,260,20.23
2013,14,Chemung,Primary C-Sections,142,15.37
2013,14,Chenango,Primary C-Sections,106,21.37
2013,14,Clinton,Primary C-Sections,171,23.52
2013,14,Columbia,Primary C-Sections,100,18.73
2013,14,Cortland,Primary C-Sections,82,17.67
2013,14,Delaware,Primary C-Sections,80,21.56
2013,14,Dutchess,Primary C-Sections,565,22.45
2013,14,Erie,Primary C-Sections,1850,18.76
2013,14,Essex,Primary C-Sections,74,24.18
2013,14,Franklin,Primary C-Sections,137,27.57
2013,14,Fulton,Primary C-Sections,114,21.67
2013,14,Genesee,Primary C-Sections,103,18.10
2013,14,Greene,Primary C-Sections,76,18.18
2013,14,Hamilton,Primary C-Sections,7,23.33
2013,14,Herkimer,Primary C-Sections,135,20.18
2013,14,Jefferson,Primary C-Sections,248,11.32
2013,14,Lewis,Primary C-Sections,45,14.66
2013,14,Livingston,Primary C-Sections,80,15.38
2013,14,Madison,Primary C-Sections,114,17.98
2013,14,Monroe,Primary C-Sections,1493,17.88
2013,14,Montgomery,Primary C-Sections,94,16.04
2013,14,Nassau,Primary C-Sections,2804,20.30
2013,14,Niagara,Primary C-Sections,495,22.58
2013,14,Oneida,Primary C-Sections,534,20.27
2013,14,Onondaga,Primary C-Sections,933,17.83
2013,14,Ontario,Primary C-Sections,164,15.97
2013,14,Orange,Primary C-Sections,716,15.33
2013,14,Orleans,Primary C-Sections,76,18.36
2013,14,Oswego,Primary C-Sections,244,18.51
2013,14,Otsego,Primary C-Sections,98,18.60
2013,14,Putnam,Primary C-Sections,172,22.40
2013,14,Rensselaer,Primary C-Sections,315,18.03
2013,14,Rockland,Primary C-Sections,563,12.67
2013,14,St Lawrence,Primary C-Sections,267,23.02
2013,14,Saratoga,Primary C-Sections,412,18.30
2013,14,Schenectady,Primary C-Sections,286,17.24
2013,14,Schoharie,Primary C-Sections,31,12.40
2013,14,Schuyler,Primary C-Sections,20,12.74
2013,14,Seneca,Primary C-Sections,59,15.21
2013,14,Steuben,Primary C-Sections,208,20.21
2013,14,Suffolk,Primary C-Sections,3620,23.32
2013,14,Sullivan,Primary C-Sections,162,19.45
2013,14,Tioga,Primary C-Sections,121,24.59
2013,14,Tompkins,Primary C-Sections,158,18.61
2013,14,Ulster,Primary C-Sections,332,20.99
2013,14,Warren,Primary C-Sections,125,20.53
2013,14,Washington,Primary C-Sections,126,20.66
2013,14,Wayne,Primary C-Sections,158,16.48
2013,14,Westchester,Primary C-Sections,2334,23.56
2013,14,Wyoming,Primary C-Sections,65,17.02
2013,14,Yates,Primary C-Sections,27,8.91
2013,14,New York State,Repeat C-Sections,33793,14.46
2013,14,New York City,Repeat C-Sections,14724,12.70
2013,14,Bronx,Repeat C-Sections,2855,13.50
2013,14,Kings,Repeat C-Sections,4643,11.31
2013,14,New York,Repeat C-Sections,1937,10.52
2013,14,Queens,Repeat C-Sections,4337,14.43
2014,14,Kings,Vaginal Deliveries,28973,
2013,14,Richmond,Repeat C-Sections,952,18.03
2013,14,Rest of State,Repeat C-Sections,19069,16.20
2013,14,Albany,Repeat C-Sections,452,14.41
2013,14,Allegany,Repeat C-Sections,65,14.84
2013,14,Broome,Repeat C-Sections,386,18.77
2013,14,Cattaraugus,Repeat C-Sections,129,15.73
2013,14,Cayuga,Repeat C-Sections,85,11.47
2013,14,Chautauqua,Repeat C-Sections,204,15.88
2013,14,Chemung,Repeat C-Sections,129,13.96
2013,14,Chenango,Repeat C-Sections,62,12.50
2013,14,Clinton,Repeat C-Sections,106,14.58
2013,14,Columbia,Repeat C-Sections,78,14.61
2013,14,Cortland,Repeat C-Sections,67,14.44
2013,14,Delaware,Repeat C-Sections,47,12.67
2013,14,Dutchess,Repeat C-Sections,406,16.13
2013,14,Erie,Repeat C-Sections,1584,16.06
2013,14,Essex,Repeat C-Sections,42,13.73
2013,14,Franklin,Repeat C-Sections,91,18.31
2013,14,Fulton,Repeat C-Sections,89,16.92
2013,14,Genesee,Repeat C-Sections,83,14.59
2013,14,Greene,Repeat C-Sections,65,15.55
2013,14,Hamilton,Repeat C-Sections,7,23.33
2013,14,Herkimer,Repeat C-Sections,109,16.29
2013,14,Jefferson,Repeat C-Sections,260,11.87
2013,14,Lewis,Repeat C-Sections,45,14.66
2013,14,Livingston,Repeat C-Sections,70,13.46
2013,14,Madison,Repeat C-Sections,93,14.67
2013,14,Monroe,Repeat C-Sections,1055,12.63
2013,14,Montgomery,Repeat C-Sections,88,15.02
2013,14,Nassau,Repeat C-Sections,2492,18.04
2013,14,Niagara,Repeat C-Sections,465,21.21
2013,14,Oneida,Repeat C-Sections,424,16.09
2013,14,Onondaga,Repeat C-Sections,746,14.26
2013,14,Ontario,Repeat C-Sections,120,11.68
2013,14,Orange,Repeat C-Sections,732,15.67
2013,14,Orleans,Repeat C-Sections,65,15.70
2013,14,Oswego,Repeat C-Sections,177,13.43
2013,14,Otsego,Repeat C-Sections,59,11.20
2013,14,Putnam,Repeat C-Sections,153,19.92
2013,14,Rensselaer,Repeat C-Sections,244,13.97
2013,14,Rockland,Repeat C-Sections,507,11.41
2013,14,St Lawrence,Repeat C-Sections,225,19.40
2013,14,Saratoga,Repeat C-Sections,355,15.77
2013,14,Schenectady,Repeat C-Sections,220,13.26
2013,14,Schoharie,Repeat C-Sections,31,12.40
2013,14,Schuyler,Repeat C-Sections,23,14.65
2013,14,Seneca,Repeat C-Sections,26,6.70
2013,14,Steuben,Repeat C-Sections,166,16.13
2013,14,Suffolk,Repeat C-Sections,3318,21.37
2013,14,Sullivan,Repeat C-Sections,112,13.45
2013,14,Tioga,Repeat C-Sections,54,10.98
2013,14,Tompkins,Repeat C-Sections,103,12.13
2013,14,Ulster,Repeat C-Sections,228,14.41
2013,14,Warren,Repeat C-Sections,93,15.27
2013,14,Washington,Repeat C-Sections,70,11.48
2013,14,Wayne,Repeat C-Sections,129,13.45
2013,14,Westchester,Repeat C-Sections,1770,17.86
2013,14,Wyoming,Repeat C-Sections,48,12.57
2013,14,Yates,Repeat C-Sections,17,5.61
2013,14,New York State,Vaginal After C-Section,4503,11.76
2013,14,New York City,Vaginal After C-Section,2356,13.79
2013,14,Bronx,Vaginal After C-Section,468,14.08
2013,14,Kings,Vaginal After C-Section,1044,18.36
2013,14,New York,Vaginal After C-Section,288,12.94
2013,14,Queens,Vaginal After C-Section,475,9.87
2013,14,Richmond,Vaginal After C-Section,81,7.84
2013,14,Rest of State,Vaginal After C-Section,2147,10.12
2013,14,Albany,Vaginal After C-Section,68,13.08
2013,14,Allegany,Vaginal After C-Section,7,9.72
2013,14,Broome,Vaginal After C-Section,33,7.88
2013,14,Cattaraugus,Vaginal After C-Section,2,1.53
2013,14,Cayuga,Vaginal After C-Section,6,6.59
2013,14,Chautauqua,Vaginal After C-Section,2,0.97
2013,14,Chemung,Vaginal After C-Section,15,10.42
2013,14,Chenango,Vaginal After C-Section,5,7.46
2013,14,Clinton,Vaginal After C-Section,9,7.83
2013,14,Columbia,Vaginal After C-Section,7,8.24
2013,14,Cortland,Vaginal After C-Section,6,8.22
2013,14,Delaware,Vaginal After C-Section,3,6.00
2013,14,Dutchess,Vaginal After C-Section,62,13.25
2013,14,Erie,Vaginal After C-Section,173,9.85
2013,14,Essex,Vaginal After C-Section,4,8.70
2013,14,Franklin,Vaginal After C-Section,14,13.33
2013,14,Fulton,Vaginal After C-Section,5,5.32
2013,14,Genesee,Vaginal After C-Section,16,16.16
2013,14,Greene,Vaginal After C-Section,5,7.14
2013,14,Hamilton,Vaginal After C-Section,0,0.00
2013,14,Herkimer,Vaginal After C-Section,4,3.54
2013,14,Jefferson,Vaginal After C-Section,62,19.25
2013,14,Lewis,Vaginal After C-Section,5,10.00
2013,14,Livingston,Vaginal After C-Section,14,16.67
2013,14,Madison,Vaginal After C-Section,10,9.71
2013,14,Monroe,Vaginal After C-Section,217,17.06
2013,14,Montgomery,Vaginal After C-Section,11,11.11
2013,14,Nassau,Vaginal After C-Section,229,8.42
2013,14,Niagara,Vaginal After C-Section,31,6.25
2013,14,Oneida,Vaginal After C-Section,36,7.83
2013,14,Onondaga,Vaginal After C-Section,86,10.34
2013,14,Ontario,Vaginal After C-Section,20,14.29
2013,14,Orange,Vaginal After C-Section,158,17.75
2013,14,Orleans,Vaginal After C-Section,8,10.96
2013,14,Oswego,Vaginal After C-Section,15,7.81
2013,14,Otsego,Vaginal After C-Section,4,6.35
2013,14,Putnam,Vaginal After C-Section,8,4.97
2013,14,Rensselaer,Vaginal After C-Section,41,14.39
2013,14,Rockland,Vaginal After C-Section,179,26.09
2013,14,St Lawrence,Vaginal After C-Section,8,3.43
2013,14,Saratoga,Vaginal After C-Section,47,11.69
2013,14,Schenectady,Vaginal After C-Section,31,12.35
2013,14,Schoharie,Vaginal After C-Section,5,13.89
2013,14,Schuyler,Vaginal After C-Section,2,8.00
2013,14,Seneca,Vaginal After C-Section,8,23.53
2013,14,Steuben,Vaginal After C-Section,8,4.60
2013,14,Suffolk,Vaginal After C-Section,166,4.76
2013,14,Sullivan,Vaginal After C-Section,19,14.50
2013,14,Tioga,Vaginal After C-Section,7,11.48
2013,14,Tompkins,Vaginal After C-Section,15,12.71
2013,14,Ulster,Vaginal After C-Section,37,13.96
2013,14,Warren,Vaginal After C-Section,6,6.06
2013,14,Washington,Vaginal After C-Section,5,6.67
2013,14,Wayne,Vaginal After C-Section,8,5.84
2013,14,Westchester,Vaginal After C-Section,176,9.04
2013,14,Wyoming,Vaginal After C-Section,8,14.29
2013,14,Yates,Vaginal After C-Section,11,39.29
2014,14,Kings,Total Births,41746,
2014,14,Kings,Not Stated,83,
2014,14,New York,Not Stated,98,
2014,14,New York,Vaginal Deliveries,12237,
2014,14,New York,Total Births,18356,
2014,14,Queens,Vaginal Deliveries,19617,
2014,14,Queens,Not Stated,53,
2014,14,Queens,Total Births,30362,
2014,14,Richmond,Not Stated,46,
2014,14,Richmond,Total Births,5326,
2014,14,Richmond,Vaginal Deliveries,3358,
2014,14,Rest of State,Not Stated,3322,
2014,14,Rest of State,Total Births,120901,
2014,14,Rest of State,Vaginal Deliveries,76524,
2014,14,Albany,Not Stated,0,
2014,14,Albany,Vaginal Deliveries,2159,
2014,14,Albany,Total Births,3163,
2014,14,Allegany,Total Births,517,
2014,14,Allegany,Not Stated,26,
2014,14,Allegany,Vaginal Deliveries,355,
2014,14,Broome,Not Stated,4,
2014,14,Broome,Vaginal Deliveries,1369,
2014,14,Broome,Total Births,2111,
2014,14,Cattaraugus,Vaginal Deliveries,555,
2014,14,Cattaraugus,Total Births,933,
2014,14,Cattaraugus,Not Stated,96,
2014,14,Cayuga,Vaginal Deliveries,558,
2014,14,Cayuga,Not Stated,2,
2014,14,Cayuga,Total Births,777,
2014,14,Chautauqua,Vaginal Deliveries,919,
2014,14,Chautauqua,Not Stated,32,
2014,14,Chautauqua,Total Births,1485,
2014,14,Chemung,Total Births,974,
2014,14,Chemung,Not Stated,1,
2014,14,Chemung,Vaginal Deliveries,683,
2014,14,Chenango,Vaginal Deliveries,366,
2014,14,Chenango,Total Births,551,
2014,14,Chenango,Not Stated,4,
2014,14,Clinton,Not Stated,2,
2014,14,Clinton,Vaginal Deliveries,492,
2014,14,Clinton,Total Births,754,
2014,14,Columbia,Vaginal Deliveries,328,
2014,14,Columbia,Not Stated,11,
2014,14,Columbia,Total Births,492,
2014,14,Cortland,Vaginal Deliveries,319,
2014,14,Cortland,Not Stated,12,
2014,14,Cortland,Total Births,478,
2014,14,Delaware,Not Stated,3,
2014,14,Delaware,Total Births,406,
2014,14,Delaware,Vaginal Deliveries,283,
2014,14,Dutchess,Vaginal Deliveries,1600,
2014,14,Dutchess,Not Stated,134,
2014,14,Dutchess,Total Births,2680,
2014,14,Erie,Total Births,10109,
2014,14,Erie,Not Stated,9,
2014,14,Erie,Vaginal Deliveries,6686,
2014,14,Essex,Not Stated,5,
2014,14,Essex,Total Births,298,
2014,14,Essex,Vaginal Deliveries,189,
2014,14,Franklin,Not Stated,9,
2014,14,Franklin,Total Births,441,
2014,14,Franklin,Vaginal Deliveries,257,
2014,14,Fulton,Vaginal Deliveries,344,
2014,14,Fulton,Total Births,538,
2014,14,Fulton,Not Stated,2,
2014,14,Genesee,Not Stated,0,
2014,14,Genesee,Vaginal Deliveries,409,
2014,14,Genesee,Total Births,621,
2014,14,Greene,Vaginal Deliveries,269,
2014,14,Greene,Total Births,398,
2014,14,Greene,Not Stated,0,
2014,14,Hamilton,Not Stated,0,
2014,14,Hamilton,Vaginal Deliveries,16,
2014,14,Hamilton,Total Births,29,
2014,14,Herkimer,Total Births,657,
2014,14,Herkimer,Vaginal Deliveries,415,
2014,14,Herkimer,Not Stated,5,
2014,14,Jefferson,Total Births,2081,
2014,14,Jefferson,Vaginal Deliveries,1550,
2014,14,Jefferson,Not Stated,18,
2014,14,Lewis,Total Births,356,
2014,14,Lewis,Not Stated,16,
2014,14,Lewis,Vaginal Deliveries,246,
2014,14,Livingston,Vaginal Deliveries,356,
2014,14,Livingston,Total Births,526,
2014,14,Livingston,Not Stated,4,
2014,14,Madison,Total Births,644,
2014,14,Madison,Vaginal Deliveries,428,
2014,14,Madison,Not Stated,15,
2014,14,Monroe,Vaginal Deliveries,5887,
2014,14,Monroe,Not Stated,5,
2014,14,Monroe,Total Births,8388,
2014,14,Montgomery,Not Stated,5,
2014,14,Montgomery,Vaginal Deliveries,413,
2014,14,Montgomery,Total Births,621,
2014,14,Nassau,Vaginal Deliveries,8797,
2014,14,Nassau,Not Stated,20,
2014,14,Nassau,Total Births,14339,
2014,14,Niagara,Vaginal Deliveries,1225,
2014,14,Niagara,Not Stated,1,
2014,14,Niagara,Total Births,2165,
2014,14,Oneida,Vaginal Deliveries,1617,
2014,14,Oneida,Not Stated,11,
2014,14,Oneida,Total Births,2495,
2014,14,Onondaga,Not Stated,0,
2014,14,Onondaga,Vaginal Deliveries,3642,
2014,14,Onondaga,Total Births,5291,
2014,14,Ontario,Not Stated,4,
2014,14,Ontario,Total Births,1084,
2014,14,Ontario,Vaginal Deliveries,832,
2014,14,Orange,Vaginal Deliveries,3158,
2014,14,Orange,Total Births,4856,
2014,14,Orange,Not Stated,318,
2014,14,Orleans,Vaginal Deliveries,280,
2014,14,Orleans,Not Stated,3,
2014,14,Orleans,Total Births,420,
2014,14,Oswego,Vaginal Deliveries,868,
2014,14,Oswego,Total Births,1269,
2014,14,Oswego,Not Stated,15,
2014,14,Otsego,Vaginal Deliveries,361,
2014,14,Otsego,Not Stated,9,
2014,14,Otsego,Total Births,540,
2014,14,Putnam,Vaginal Deliveries,431,
2014,14,Putnam,Not Stated,58,
2014,14,Putnam,Total Births,825,
2014,14,Rensselaer,Vaginal Deliveries,1120,
2014,14,Rensselaer,Not Stated,2,
2014,14,Rensselaer,Total Births,1648,
2014,14,Rockland,Vaginal Deliveries,3242,
2014,14,Rockland,Not Stated,846,
2014,14,Rockland,Total Births,5170,
2014,14,St Lawrence,Not Stated,77,
2014,14,St Lawrence,Total Births,1137,
2014,14,St Lawrence,Vaginal Deliveries,632,
2014,14,Saratoga,Not Stated,0,
2014,14,Saratoga,Total Births,2235,
2014,14,Saratoga,Vaginal Deliveries,1515,
2014,14,Schenectady,Not Stated,3,
2014,14,Schenectady,Total Births,1821,
2014,14,Schenectady,Vaginal Deliveries,1266,
2014,14,Schoharie,Vaginal Deliveries,178,
2014,14,Schoharie,Total Births,260,
2014,14,Schoharie,Not Stated,2,
2014,14,Schuyler,Not Stated,1,
2014,14,Schuyler,Total Births,168,
2014,14,Schuyler,Vaginal Deliveries,118,
2014,14,Seneca,Total Births,388,
2014,14,Seneca,Vaginal Deliveries,295,
2014,14,Seneca,Not Stated,0,
2014,14,Steuben,Not Stated,34,
2014,14,Steuben,Total Births,1074,
2014,14,Steuben,Vaginal Deliveries,666,
2014,14,Suffolk,Not Stated,17,
2014,14,Suffolk,Vaginal Deliveries,8797,
2014,14,Suffolk,Total Births,15568,
2014,14,Sullivan,Not Stated,9,
2014,14,Sullivan,Total Births,785,
2014,14,Sullivan,Vaginal Deliveries,511,
2014,14,Tioga,Vaginal Deliveries,351,
2014,14,Tioga,Not Stated,0,
2014,14,Tioga,Total Births,518,
2014,14,Tompkins,Vaginal Deliveries,631,
2014,14,Tompkins,Not Stated,2,
2014,14,Tompkins,Total Births,856,
2014,14,Ulster,Total Births,1525,
2014,14,Ulster,Not Stated,6,
2014,14,Ulster,Vaginal Deliveries,985,
2014,14,Warren,Vaginal Deliveries,373,
2014,14,Warren,Not Stated,1,
2014,14,Warren,Total Births,567,
2014,14,Washington,Vaginal Deliveries,408,
2014,14,Washington,Not Stated,3,
2014,14,Washington,Total Births,585,
2014,14,Wayne,Vaginal Deliveries,685,
2014,14,Wayne,Not Stated,1,
2014,14,Wayne,Total Births,970,
2014,14,Westchester,Not Stated,1456,
2014,14,Westchester,Vaginal Deliveries,5580,
2014,14,Westchester,Total Births,10641,
2014,14,Wyoming,Vaginal Deliveries,277,
2014,14,Wyoming,Not Stated,2,
2014,14,Wyoming,Total Births,390,
2014,14,Yates,Total Births,283,
2014,14,Yates,Vaginal Deliveries,232,
2014,14,Yates,Not Stated,1,
